user_id,site,campaign_type,device_os,hour_of_day,day_of_week,historical_open_rate,historical_push_count,days_since_last_open,segment,target_opened
usr_000430,search,reengagement,ios,23,0,0.0834,5,50,active,0
usr_000431,product,promotional,android,7,6,0.1348,94,38,active,0
usr_000432,search,transactional,android,13,2,0.0351,59,59,active,1
usr_000433,product,promotional,android,7,6,0.0938,79,28,active,1
usr_000434,home,promotional,android,18,6,0.0655,49,12,active,0
usr_000435,product,transactional,android,17,4,0.2106,52,48,new,0
usr_000436,content,reengagement,web,10,1,0.6339,88,11,new,1
usr_000437,product,promotional,android,23,0,0.117,18,29,active,0
usr_000438,product,reengagement,web,13,2,0.0747,73,4,at_risk,0
usr_000439,search,promotional,ios,2,2,0.2131,22,29,active,0
usr_000440,search,promotional,android,23,1,0.0446,5,8,new,1
usr_000441,search,transactional,ios,3,6,0.3436,33,53,new,0
usr_000442,search,newsletter,android,13,6,0.1784,81,53,at_risk,0
usr_000443,content,newsletter,android,0,0,0.1999,52,17,active,0
usr_000444,home,promotional,android,10,1,0.2602,46,32,active,1
usr_000445,content,promotional,ios,16,5,0.2735,81,52,new,0
usr_000446,product,promotional,android,3,4,0.2456,47,31,active,0
usr_000447,search,promotional,ios,23,1,0.2441,8,10,churn,0
usr_000448,product,newsletter,android,6,5,0.2458,83,13,active,0
usr_000449,product,reengagement,ios,11,4,0.1892,90,53,at_risk,0
usr_000450,content,reengagement,web,19,0,0.207,26,2,new,0
usr_000451,content,reengagement,ios,8,3,0.0929,65,1,active,0
usr_000452,content,promotional,android,23,6,0.1335,40,47,active,0
usr_000453,home,transactional,android,8,3,0.1575,77,36,churn,1
usr_000454,content,promotional,ios,4,3,0.3844,1,43,new,0
usr_000455,content,transactional,android,12,1,0.1258,79,0,churn,1
usr_000456,content,promotional,ios,9,0,0.2459,19,40,new,1
usr_000457,search,transactional,ios,12,3,0.2405,33,38,new,1
usr_000458,search,transactional,web,12,5,0.0837,23,36,active,1
usr_000459,product,transactional,ios,18,6,0.1997,83,12,at_risk,1
usr_000460,search,newsletter,android,13,6,0.1757,72,40,at_risk,0
usr_000461,search,newsletter,android,19,5,0.2555,62,36,new,0
usr_000462,search,transactional,ios,22,6,0.1953,79,60,churn,0
usr_000463,content,promotional,web,9,2,0.2413,55,20,active,0
usr_000464,product,newsletter,android,1,2,0.1711,50,16,churn,0
usr_000465,search,promotional,web,9,6,0.4705,73,26,new,0
usr_000466,content,newsletter,ios,19,4,0.0949,49,1,active,0
usr_000467,home,promotional,web,6,2,0.296,89,13,active,1
usr_000468,home,transactional,ios,0,5,0.0864,48,55,active,1
usr_000469,search,promotional,web,6,2,0.24,29,2,at_risk,1
usr_000470,product,promotional,ios,10,5,0.1126,97,46,active,0
usr_000471,search,transactional,ios,0,2,0.1214,48,21,churn,1
usr_000472,content,transactional,ios,23,6,0.1703,90,27,at_risk,0
usr_000473,search,reengagement,android,5,3,0.1265,80,53,new,0
usr_000474,home,transactional,ios,12,0,0.1549,5,21,at_risk,0
usr_000475,search,newsletter,web,7,2,0.1111,4,35,new,1
usr_000476,search,reengagement,android,16,6,0.4146,57,46,active,0
usr_000477,content,transactional,ios,17,0,0.1734,64,33,active,1
usr_000478,content,reengagement,android,13,3,0.2876,56,48,active,1
usr_000479,product,newsletter,android,3,3,0.1948,65,42,new,0
usr_000480,product,promotional,web,4,6,0.0689,1,30,at_risk,0
usr_000481,home,newsletter,web,22,5,0.2826,22,0,active,0
usr_000482,content,newsletter,ios,10,3,0.1143,4,25,active,0
usr_000483,product,transactional,android,11,1,0.6127,95,27,active,0
usr_000484,product,transactional,ios,20,1,0.1139,68,60,active,0
usr_000485,product,transactional,android,16,6,0.1993,57,39,at_risk,1
usr_000486,content,reengagement,web,3,6,0.2515,65,31,active,1
usr_000487,search,transactional,ios,6,5,0.1022,18,1,active,0
usr_000488,content,transactional,web,11,0,0.2027,35,52,active,0
usr_000489,content,newsletter,android,17,2,0.1858,59,38,at_risk,0
usr_000490,product,newsletter,ios,19,1,0.2107,59,30,active,0
usr_000491,content,newsletter,android,0,5,0.2915,66,40,new,0
usr_000492,home,transactional,android,8,0,0.033,82,46,churn,0
usr_000493,home,reengagement,ios,0,2,0.2195,22,53,at_risk,1
usr_000494,home,promotional,ios,9,1,0.0994,15,12,new,1
usr_000495,home,newsletter,web,12,3,0.2444,59,35,active,1
usr_000496,content,transactional,ios,14,5,0.18,34,27,churn,0
usr_000497,search,promotional,android,4,1,0.1747,81,9,active,1
usr_000498,search,reengagement,web,20,3,0.2435,32,50,new,0
usr_000499,content,transactional,web,16,1,0.1784,85,59,new,1
usr_000500,product,transactional,android,16,5,0.0399,38,58,churn,0
usr_000501,content,transactional,web,18,3,0.2142,38,50,active,0
usr_000502,search,reengagement,web,17,5,0.0815,69,11,active,0
usr_000503,home,transactional,android,21,4,0.199,7,19,active,0
usr_000504,search,promotional,android,2,1,0.0673,44,29,active,1
usr_000505,home,newsletter,ios,12,6,0.0815,23,45,new,0
usr_000506,home,newsletter,android,21,2,0.0856,81,11,active,0
usr_000507,search,promotional,ios,20,0,0.2706,95,30,active,1
usr_000508,content,reengagement,android,10,1,0.082,52,47,active,1
usr_000509,home,reengagement,ios,15,0,0.4048,48,16,active,1
usr_000510,search,reengagement,web,4,6,0.2939,75,59,active,1
usr_000511,product,reengagement,ios,6,0,0.3234,17,35,new,0
usr_000512,search,promotional,android,22,3,0.423,48,26,at_risk,0
usr_000513,home,promotional,web,7,1,0.1045,85,29,active,0
usr_000514,home,transactional,android,13,1,0.0931,25,21,new,0
usr_000515,content,reengagement,android,7,6,0.2596,31,44,at_risk,0
usr_000516,product,reengagement,android,12,0,0.1925,7,41,new,0
usr_000517,search,promotional,web,0,0,0.1187,45,42,active,0
usr_000518,content,promotional,android,15,0,0.236,7,44,active,0
usr_000519,search,reengagement,ios,10,5,0.1883,29,20,active,0
usr_000520,product,reengagement,ios,4,1,0.2142,41,24,new,1
usr_000521,content,transactional,ios,18,4,0.3825,34,37,active,0
usr_000522,search,transactional,android,8,3,0.4612,60,32,active,1
usr_000523,product,promotional,android,9,2,0.017,13,8,at_risk,0
usr_000524,content,promotional,ios,9,5,0.1995,82,50,active,0
usr_000525,product,promotional,android,18,3,0.1256,47,6,active,0
usr_000526,home,reengagement,android,16,6,0.2296,64,51,active,1
usr_000527,home,promotional,android,6,1,0.2569,15,33,active,1
usr_000528,product,transactional,android,2,1,0.3966,79,38,new,0
usr_000529,home,newsletter,web,6,1,0.1798,88,27,at_risk,1
usr_000530,product,reengagement,ios,2,3,0.0119,30,0,active,0
usr_000531,search,newsletter,ios,8,3,0.098,82,52,churn,0
usr_000532,search,transactional,ios,9,0,0.1782,53,48,at_risk,0
usr_000533,content,reengagement,android,19,6,0.1332,16,15,active,1
usr_000534,content,transactional,android,6,3,0.2514,55,45,at_risk,0
usr_000535,home,promotional,web,22,1,0.1239,90,49,at_risk,0
usr_000536,search,reengagement,android,5,3,0.1187,51,35,at_risk,1
usr_000537,product,transactional,android,19,2,0.4183,61,52,new,0
usr_000538,home,promotional,android,13,5,0.3302,44,56,at_risk,0
usr_000539,content,transactional,ios,4,5,0.3166,42,0,active,1
usr_000540,content,newsletter,android,20,3,0.3681,76,58,active,1
usr_000541,content,promotional,ios,23,5,0.1046,47,29,active,0
usr_000542,search,promotional,ios,0,4,0.0296,35,41,active,0
usr_000543,home,transactional,ios,9,5,0.1606,51,49,at_risk,1
usr_000544,content,newsletter,web,6,1,0.1752,70,19,new,1
usr_000545,product,promotional,android,2,1,0.0972,2,2,new,1
usr_000546,home,promotional,ios,10,0,0.2083,12,37,active,1
usr_000547,product,promotional,ios,0,4,0.0921,55,2,active,0
usr_000548,content,transactional,android,3,6,0.3993,52,0,active,1
usr_000549,home,promotional,ios,12,0,0.2388,80,43,active,0
usr_000550,home,promotional,android,11,3,0.1101,24,40,active,0
usr_000551,product,promotional,ios,3,3,0.1517,70,36,new,0
usr_000552,home,newsletter,web,15,0,0.3455,22,8,active,0
usr_000553,product,transactional,android,4,1,0.3299,6,28,at_risk,1
usr_000554,search,transactional,android,6,0,0.2621,39,28,at_risk,0
usr_000555,home,promotional,ios,18,2,0.124,91,6,churn,0
usr_000556,search,promotional,ios,21,1,0.0349,51,9,active,0
usr_000557,search,transactional,ios,14,2,0.1196,48,34,active,0
usr_000558,search,promotional,web,4,2,0.1877,1,9,at_risk,0
usr_000559,home,transactional,ios,21,2,0.1619,6,54,new,0
usr_000560,search,reengagement,ios,21,5,0.0436,87,24,active,0
usr_000561,search,transactional,android,23,5,0.0826,50,9,active,1
usr_000562,home,promotional,ios,15,0,0.26,90,21,at_risk,0
usr_000563,home,promotional,ios,23,0,0.2834,42,56,new,1
usr_000564,product,newsletter,android,20,5,0.2964,10,29,new,1
usr_000565,home,transactional,android,0,1,0.1706,38,58,new,0
usr_000566,product,reengagement,ios,14,3,0.0326,78,57,at_risk,1
usr_000567,product,newsletter,ios,15,5,0.282,1,33,new,0
usr_000568,content,transactional,web,18,1,0.0931,93,11,churn,1
usr_000569,content,reengagement,android,0,5,0.1169,39,20,active,1
usr_000570,product,transactional,ios,18,1,0.1859,8,12,active,0
usr_000571,content,promotional,android,13,6,0.2215,65,34,new,1
usr_000572,content,transactional,android,17,6,0.2239,18,8,churn,0
usr_000573,home,promotional,android,19,5,0.185,45,12,churn,0
usr_000574,content,transactional,ios,3,3,0.2112,49,9,at_risk,0
usr_000575,content,newsletter,ios,20,2,0.2468,25,28,new,1
usr_000576,home,reengagement,ios,11,3,0.227,79,10,new,0
usr_000577,home,newsletter,android,5,0,0.1414,2,34,active,1
usr_000578,home,promotional,ios,10,5,0.0202,19,18,active,1
usr_000579,content,promotional,web,19,0,0.1273,1,42,churn,0
usr_000580,home,newsletter,web,14,6,0.1618,27,26,active,0
usr_000581,home,promotional,ios,7,2,0.2633,7,38,new,1
usr_000582,product,transactional,web,17,5,0.4496,76,5,active,1
usr_000583,product,promotional,ios,10,0,0.1969,51,20,active,1
usr_000584,search,newsletter,ios,5,6,0.2129,95,2,at_risk,1
usr_000585,search,reengagement,web,17,0,0.3525,55,57,new,0
usr_000586,home,reengagement,ios,17,2,0.121,83,18,at_risk,0
usr_000587,search,promotional,web,9,2,0.0912,11,28,new,1
usr_000588,content,promotional,ios,9,4,0.173,25,50,active,0
usr_000589,search,transactional,web,15,3,0.1775,77,40,active,0
usr_000590,product,newsletter,android,15,0,0.3648,82,43,active,1
usr_000591,search,promotional,ios,12,4,0.1423,84,10,new,0
usr_000592,content,promotional,android,20,1,0.1149,64,44,active,0
usr_000593,search,reengagement,android,1,6,0.0176,82,3,new,1
usr_000594,search,reengagement,android,0,2,0.4027,20,0,new,0
usr_000595,product,transactional,ios,16,1,0.3322,50,39,at_risk,0
usr_000596,home,transactional,android,0,5,0.2947,15,13,new,0
usr_000597,home,promotional,ios,12,6,0.5142,82,47,active,1
usr_000598,home,promotional,android,16,1,0.4014,17,48,churn,1
usr_000599,product,promotional,ios,23,0,0.2069,13,5,active,0
usr_000600,content,promotional,android,13,0,0.25,49,12,active,1
usr_000601,search,newsletter,android,10,2,0.0566,88,17,active,0
usr_000602,home,transactional,android,11,0,0.1204,77,17,new,0
usr_000603,content,transactional,web,3,6,0.0384,5,39,at_risk,1
usr_000604,content,newsletter,android,18,4,0.5742,48,34,at_risk,1
usr_000605,content,promotional,ios,0,5,0.4886,20,25,active,0
usr_000606,home,transactional,android,13,2,0.3273,27,32,at_risk,1
usr_000607,home,reengagement,ios,18,5,0.1189,31,7,churn,0
usr_000608,content,transactional,web,23,2,0.3507,24,28,new,1
usr_000609,content,promotional,android,14,1,0.1736,26,29,active,0
usr_000610,home,promotional,android,23,3,0.4366,79,20,new,0
usr_000611,home,promotional,android,22,1,0.0519,52,19,active,0
usr_000612,search,promotional,ios,2,6,0.4416,86,15,churn,0
usr_000613,content,promotional,android,18,3,0.1248,45,15,new,0
usr_000614,search,promotional,ios,4,3,0.2879,12,35,at_risk,0
usr_000615,home,promotional,web,15,2,0.3329,37,36,at_risk,1
usr_000616,content,reengagement,ios,4,0,0.2214,73,5,new,0
usr_000617,search,promotional,ios,3,5,0.3107,8,36,churn,0
usr_000618,content,transactional,android,6,5,0.146,72,1,active,1
usr_000619,search,reengagement,android,11,4,0.1987,47,37,new,0
usr_000620,search,promotional,ios,16,0,0.095,12,1,active,0
usr_000621,home,promotional,ios,19,5,0.1693,49,7,active,0
usr_000622,search,transactional,android,16,4,0.0539,55,23,active,0
usr_000623,product,transactional,ios,10,4,0.1251,9,54,new,0
usr_000624,product,transactional,ios,14,0,0.2812,41,20,churn,1
usr_000625,home,promotional,web,18,3,0.145,75,7,at_risk,0
usr_000626,product,newsletter,ios,6,4,0.0789,37,48,new,0
usr_000627,product,promotional,android,23,2,0.2549,93,21,active,0
usr_000628,content,reengagement,android,19,3,0.1218,51,6,active,0
usr_000629,content,newsletter,android,19,5,0.3135,96,12,new,0
usr_000630,product,promotional,web,6,1,0.1672,85,56,churn,0
usr_000631,product,newsletter,web,14,5,0.1974,51,33,new,0
usr_000632,product,promotional,android,20,0,0.3113,18,22,at_risk,1
usr_000633,content,transactional,ios,20,2,0.332,20,51,active,0
usr_000634,content,transactional,android,12,0,0.6039,82,49,churn,0
usr_000635,home,promotional,ios,0,3,0.1813,8,34,active,0
usr_000636,search,promotional,android,15,2,0.1191,43,29,active,1
usr_000637,search,promotional,android,17,2,0.1171,92,56,new,0
usr_000638,search,reengagement,android,5,3,0.333,23,33,churn,0
usr_000639,home,promotional,ios,18,5,0.2347,49,11,new,1
usr_000640,search,promotional,android,15,3,0.1542,95,45,new,0
usr_000641,product,promotional,ios,15,3,0.3374,36,3,new,0
usr_000642,search,reengagement,ios,18,3,0.1075,57,60,active,1
usr_000643,product,promotional,android,9,1,0.041,23,40,churn,0
usr_000644,home,reengagement,android,22,2,0.3256,50,4,active,0
usr_000645,product,promotional,android,7,6,0.0837,6,58,active,1
usr_000646,search,transactional,android,20,5,0.0766,7,26,at_risk,1
usr_000647,content,newsletter,android,14,5,0.148,38,8,new,1
usr_000648,search,promotional,android,11,1,0.7042,54,53,at_risk,1
usr_000649,product,promotional,ios,13,5,0.0276,5,12,at_risk,0
usr_000650,home,reengagement,ios,21,1,0.135,88,27,active,0
usr_000651,product,reengagement,android,7,0,0.2911,23,1,active,1
usr_000652,home,promotional,android,23,2,0.1381,15,54,active,0
usr_000653,home,promotional,web,0,1,0.1018,92,48,active,0
usr_000654,content,newsletter,ios,17,0,0.1864,73,33,active,1
usr_000655,product,newsletter,web,2,6,0.0625,34,39,at_risk,0
usr_000656,search,transactional,ios,9,0,0.1769,66,43,active,0
usr_000657,home,reengagement,android,5,3,0.0646,39,39,active,0
usr_000658,content,promotional,web,6,3,0.3524,79,24,at_risk,1
usr_000659,product,promotional,ios,10,1,0.1347,43,16,active,1
usr_000660,search,promotional,android,15,3,0.1914,56,50,active,1
usr_000661,content,promotional,web,20,3,0.3769,77,12,active,0
usr_000662,product,reengagement,ios,8,1,0.3203,14,45,at_risk,1
usr_000663,search,promotional,ios,1,2,0.6207,9,11,at_risk,1
usr_000664,search,transactional,ios,9,1,0.0477,62,56,active,1
usr_000665,product,newsletter,ios,18,0,0.4254,27,1,churn,0
usr_000666,content,promotional,android,2,3,0.0504,65,60,new,0
usr_000667,search,transactional,android,21,2,0.4985,11,34,at_risk,0
usr_000668,home,reengagement,web,21,2,0.2929,48,49,active,0
usr_000669,search,newsletter,ios,17,3,0.1518,10,28,active,1
usr_000670,search,newsletter,ios,5,6,0.1621,35,25,new,0
usr_000671,product,newsletter,android,11,2,0.1344,19,47,active,0
usr_000672,search,transactional,ios,23,1,0.256,92,11,active,0
usr_000673,content,newsletter,ios,16,6,0.1287,49,58,active,1
usr_000674,home,promotional,web,12,0,0.0475,86,4,churn,0
usr_000675,search,promotional,ios,11,4,0.2039,84,5,at_risk,0
usr_000676,content,reengagement,android,17,3,0.0693,79,43,active,1
usr_000677,home,transactional,ios,11,1,0.1508,11,50,active,1
usr_000678,search,promotional,android,9,3,0.1909,81,50,new,0
usr_000679,product,reengagement,android,1,6,0.0322,20,19,active,0
usr_000680,home,reengagement,android,15,3,0.1255,91,45,active,0
usr_000681,product,newsletter,ios,17,3,0.2763,75,36,active,0
usr_000682,product,reengagement,ios,9,0,0.3407,44,14,active,0
usr_000683,product,reengagement,android,16,4,0.12,2,57,active,0
usr_000684,search,reengagement,ios,20,6,0.1192,7,16,active,1
usr_000685,content,transactional,ios,12,6,0.1778,22,18,at_risk,1
usr_000686,product,transactional,android,5,3,0.0514,2,51,at_risk,0
usr_000687,product,promotional,ios,21,6,0.1303,1,13,active,0
usr_000688,product,transactional,android,10,5,0.316,94,11,new,1
usr_000689,product,promotional,ios,6,4,0.2744,83,23,active,1
usr_000690,home,promotional,ios,18,3,0.1622,35,16,active,0
usr_000691,search,newsletter,android,8,2,0.1139,28,17,churn,0
usr_000692,search,transactional,android,20,2,0.1225,34,29,active,0
usr_000693,product,transactional,web,17,5,0.1432,17,20,new,0
usr_000694,home,reengagement,ios,21,2,0.2044,84,39,at_risk,1
usr_000695,home,promotional,android,13,1,0.0403,58,31,active,0
usr_000696,content,promotional,android,19,6,0.0506,99,21,new,1
usr_000697,home,newsletter,android,4,4,0.1004,77,56,at_risk,0
usr_000698,product,promotional,android,23,2,0.1851,68,44,new,0
usr_000699,search,promotional,web,21,5,0.2344,45,21,new,0
usr_000700,home,newsletter,ios,6,6,0.1712,79,4,at_risk,1
usr_000701,search,promotional,android,9,4,0.2121,24,40,at_risk,0
usr_000702,content,promotional,ios,9,3,0.1129,5,54,at_risk,0
usr_000703,search,promotional,ios,9,1,0.1086,77,5,new,1
usr_000704,home,promotional,android,12,5,0.2147,50,5,new,1
usr_000705,home,promotional,ios,3,6,0.2235,52,12,active,0
usr_000706,search,promotional,web,8,6,0.1099,9,51,new,0
usr_000707,content,promotional,android,17,6,0.1621,11,7,churn,1
usr_000708,home,reengagement,android,11,0,0.1353,10,38,active,0
usr_000709,search,reengagement,ios,23,5,0.0828,1,2,active,0
usr_000710,search,reengagement,ios,17,6,0.1066,41,4,new,1
usr_000711,home,transactional,ios,3,6,0.1255,7,16,active,0
usr_000712,product,transactional,ios,9,5,0.409,94,17,new,1
usr_000713,search,reengagement,web,3,4,0.1707,1,24,active,0
usr_000714,home,transactional,web,5,0,0.2557,92,41,active,0
usr_000715,content,reengagement,ios,10,2,0.1693,65,20,new,0
usr_000716,content,newsletter,android,12,6,0.1367,89,38,churn,1
usr_000717,search,transactional,android,16,6,0.093,18,3,active,1
usr_000718,search,newsletter,android,1,1,0.2516,53,54,active,0
usr_000719,product,transactional,android,2,6,0.0564,61,19,active,1
usr_000720,content,reengagement,web,3,5,0.0425,46,24,churn,0
usr_000721,home,transactional,android,12,1,0.3244,3,40,active,0
usr_000722,home,newsletter,ios,1,5,0.1196,59,50,new,0
usr_000723,home,transactional,ios,18,4,0.2876,35,36,active,0
usr_000724,content,promotional,android,5,1,0.2665,11,26,new,0
usr_000725,search,transactional,android,5,2,0.1324,58,26,active,0
usr_000726,product,promotional,ios,11,4,0.1233,86,7,at_risk,0
usr_000727,home,reengagement,ios,14,6,0.0352,92,10,new,0
usr_000728,home,newsletter,android,6,0,0.0735,30,37,new,1
usr_000729,search,reengagement,android,22,2,0.0462,62,3,churn,0
usr_000730,search,transactional,android,4,1,0.1136,26,45,new,1
usr_000731,search,transactional,ios,6,3,0.0472,74,55,churn,0
usr_000732,home,newsletter,ios,7,3,0.0988,4,2,active,1
usr_000733,search,promotional,web,9,4,0.0187,63,4,active,1
usr_000734,product,reengagement,android,12,2,0.1738,10,51,churn,0
usr_000735,search,promotional,ios,10,2,0.137,10,25,active,0
usr_000736,search,promotional,web,12,4,0.2799,46,2,new,0
usr_000737,product,newsletter,ios,21,1,0.3559,12,26,new,1
usr_000738,content,promotional,android,23,3,0.0907,36,50,active,0
usr_000739,search,promotional,web,21,6,0.0644,27,26,new,0
usr_000740,content,transactional,android,22,4,0.2493,12,27,churn,0
usr_000741,product,promotional,android,9,6,0.2207,42,39,active,1
usr_000742,home,reengagement,ios,20,3,0.5758,86,21,new,1
usr_000743,home,newsletter,android,5,3,0.1767,17,23,at_risk,0
usr_000744,content,promotional,ios,8,4,0.2855,79,48,new,0
usr_000745,product,newsletter,android,1,4,0.4411,4,23,at_risk,1
usr_000746,search,transactional,ios,22,1,0.226,66,15,active,0
usr_000747,content,transactional,ios,1,5,0.1642,33,23,churn,0
usr_000748,search,transactional,android,5,0,0.202,37,45,new,0
usr_000749,product,transactional,ios,9,1,0.1036,85,47,new,0
usr_000750,product,transactional,ios,17,5,0.1016,40,22,active,0
usr_000751,home,reengagement,web,2,5,0.1895,77,22,at_risk,1
usr_000752,content,promotional,ios,8,6,0.1523,46,7,at_risk,0
usr_000753,product,newsletter,android,15,2,0.2585,59,51,active,0
usr_000754,product,reengagement,ios,20,5,0.1423,93,24,new,0
usr_000755,search,promotional,android,3,5,0.0714,15,10,at_risk,0
usr_000756,home,promotional,ios,4,5,0.1016,50,28,at_risk,0
usr_000757,product,promotional,ios,23,4,0.1116,99,21,active,0
usr_000758,home,promotional,android,7,1,0.2134,46,4,active,1
usr_000759,product,promotional,android,23,2,0.248,12,48,active,0
usr_000760,home,reengagement,web,1,4,0.081,31,3,new,0
usr_000761,home,promotional,android,8,5,0.2218,51,39,active,0
usr_000762,search,promotional,android,12,0,0.39,95,48,at_risk,0
usr_000763,content,promotional,ios,13,0,0.0477,33,4,at_risk,0
usr_000764,home,reengagement,ios,20,4,0.3846,87,43,active,1
usr_000765,search,newsletter,android,9,3,0.1674,9,26,new,0
usr_000766,home,transactional,ios,9,4,0.1122,43,28,active,0
usr_000767,search,promotional,android,2,2,0.2149,33,17,active,1
usr_000768,content,promotional,android,19,2,0.2252,12,25,active,1
usr_000769,home,transactional,ios,6,1,0.2277,79,30,new,0
usr_000770,home,promotional,android,7,2,0.5436,74,60,new,1
usr_000771,product,reengagement,ios,19,0,0.2068,13,6,active,1
usr_000772,search,promotional,android,23,6,0.1568,24,7,at_risk,1
usr_000773,product,newsletter,android,20,3,0.1316,88,58,at_risk,0
usr_000774,content,reengagement,ios,22,0,0.0467,47,59,new,1
usr_000775,home,promotional,android,8,2,0.3691,25,12,active,1
usr_000776,product,promotional,android,0,3,0.3479,22,45,churn,0
usr_000777,content,reengagement,ios,14,3,0.4849,41,44,churn,0
usr_000778,product,promotional,android,4,2,0.0654,47,10,active,1
usr_000779,content,transactional,android,2,1,0.1071,94,17,new,0
usr_000780,search,promotional,android,2,1,0.2671,1,38,active,0
usr_000781,product,transactional,android,3,1,0.3438,91,21,at_risk,1
usr_000782,product,newsletter,ios,12,5,0.1623,9,21,churn,1
usr_000783,product,promotional,ios,7,3,0.1769,44,28,new,0
usr_000784,home,reengagement,ios,18,3,0.0801,99,54,at_risk,0
usr_000785,content,transactional,android,1,1,0.0752,58,40,new,0
usr_000786,search,promotional,android,19,5,0.1187,16,40,active,0
usr_000787,home,reengagement,web,13,3,0.0169,21,15,active,0
usr_000788,content,reengagement,android,13,5,0.3789,95,24,active,1
usr_000789,search,transactional,android,15,3,0.2021,98,39,active,0
usr_000790,product,transactional,ios,9,6,0.2514,79,53,new,1
usr_000791,search,reengagement,android,21,1,0.2369,9,19,churn,1
usr_000792,search,reengagement,android,17,0,0.0278,91,10,new,0
usr_000793,home,promotional,android,13,6,0.0252,64,12,active,0
usr_000794,search,newsletter,android,4,5,0.0651,98,41,churn,1
usr_000795,product,newsletter,ios,8,0,0.1867,34,8,churn,0
usr_000796,product,reengagement,web,20,0,0.3543,40,27,at_risk,1
usr_000797,product,promotional,android,19,3,0.3555,20,5,active,0
usr_000798,search,newsletter,ios,1,5,0.0548,43,40,active,0
usr_000799,home,reengagement,ios,8,2,0.3825,40,50,active,0
usr_000800,search,promotional,ios,19,3,0.6126,13,34,active,0
usr_000801,product,reengagement,web,1,6,0.3838,58,3,at_risk,1
usr_000802,product,transactional,android,18,6,0.3724,77,35,churn,0
usr_000803,home,promotional,android,22,3,0.1146,82,9,new,0
usr_000804,product,promotional,android,13,4,0.1745,38,59,active,0
usr_000805,product,promotional,android,16,0,0.1674,37,51,active,1
usr_000806,search,reengagement,android,23,1,0.1778,16,42,at_risk,0
usr_000807,product,promotional,ios,17,4,0.5939,45,11,new,1
usr_000808,product,promotional,web,8,1,0.1647,31,6,new,1
usr_000809,content,promotional,android,0,3,0.136,36,55,active,0
usr_000810,home,transactional,ios,4,5,0.1243,98,42,active,1
usr_000811,product,promotional,ios,10,6,0.1724,91,50,active,1
usr_000812,product,promotional,ios,4,0,0.242,68,11,at_risk,1
usr_000813,search,newsletter,web,13,4,0.3112,74,14,new,0
usr_000814,home,reengagement,ios,5,0,0.0938,41,55,at_risk,0
usr_000815,product,promotional,android,13,1,0.1446,49,57,active,1
usr_000816,content,newsletter,ios,17,0,0.0932,99,57,active,1
usr_000817,home,promotional,web,5,2,0.2682,48,28,active,1
usr_000818,product,promotional,android,3,3,0.0487,67,25,new,0
usr_000819,home,reengagement,ios,15,5,0.0888,64,52,new,1
usr_000820,content,transactional,android,18,4,0.3835,74,41,at_risk,1
usr_000821,product,transactional,ios,22,5,0.4305,48,16,new,0
usr_000822,search,newsletter,ios,12,3,0.3269,26,2,at_risk,0
usr_000823,content,promotional,ios,17,2,0.3848,52,59,active,0
usr_000824,product,transactional,android,12,5,0.2174,4,7,new,1
usr_000825,content,promotional,android,1,4,0.0956,54,10,active,1
usr_000826,home,reengagement,android,8,4,0.2017,89,31,at_risk,0
usr_000827,product,reengagement,android,9,1,0.2479,78,38,new,0
usr_000828,search,promotional,web,18,0,0.2019,91,38,active,1
usr_000829,search,promotional,web,10,2,0.1633,21,43,new,1
usr_000830,home,promotional,web,1,5,0.2945,51,5,new,0
usr_000831,search,promotional,ios,15,0,0.0564,77,39,active,0
usr_000832,product,transactional,android,16,0,0.2628,22,15,new,0
usr_000833,product,promotional,ios,0,0,0.6501,60,40,new,1
usr_000834,home,promotional,ios,14,4,0.1973,49,25,active,1
usr_000835,search,transactional,android,22,2,0.1537,47,19,active,0
usr_000836,search,transactional,android,13,0,0.284,32,0,at_risk,0
usr_000837,home,promotional,android,4,6,0.4555,98,56,active,0
usr_000838,search,newsletter,android,19,6,0.1187,88,53,new,0
usr_000839,search,promotional,ios,21,5,0.1256,76,53,active,1
usr_000840,home,promotional,android,0,1,0.161,62,23,active,1
usr_000841,home,promotional,web,19,3,0.3006,91,60,churn,0
usr_000842,content,newsletter,android,16,6,0.034,46,14,active,0
usr_000843,product,newsletter,android,4,2,0.0743,2,21,new,0
usr_000844,home,promotional,ios,1,2,0.1632,71,50,new,0
usr_000845,search,newsletter,android,0,6,0.165,87,35,at_risk,0
usr_000846,home,transactional,android,15,0,0.0478,97,59,new,0
usr_000847,product,promotional,ios,3,3,0.334,51,40,active,0
usr_000848,search,newsletter,ios,13,2,0.0249,83,2,at_risk,0
usr_000849,search,reengagement,android,11,4,0.0858,90,40,active,1
usr_000850,home,promotional,android,11,6,0.4419,29,33,new,1
usr_000851,product,newsletter,android,7,0,0.1996,50,16,churn,1
usr_000852,product,transactional,android,15,1,0.3533,42,54,new,0
usr_000853,product,reengagement,web,1,6,0.1332,94,58,new,0
usr_000854,product,transactional,ios,6,4,0.2996,3,45,at_risk,0
usr_000855,content,promotional,web,6,0,0.1985,28,27,active,0
usr_000856,content,promotional,ios,3,0,0.3445,85,9,new,0
usr_000857,search,reengagement,ios,15,2,0.2819,89,5,new,0
usr_000858,content,transactional,android,3,2,0.3015,51,0,new,1
usr_000859,home,reengagement,ios,16,0,0.0404,40,56,active,0
usr_000860,search,promotional,android,18,4,0.2653,34,47,new,0
